ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
CFEE15D88EDA531B,classic_bike,2023-03-07 16:24:45,2023-03-07 16:28:40,Ellis Ave & 60th St,KA1503000014,University Ave & 57th St,KA1503000071,41.78509714636,-87.6010727606,41.791478,-87.599861,member
2AFA7C917CB98E76,electric_bike,2023-03-10 13:10:14,2023-03-10 13:10:55,,,,,41.83,-87.63,41.83,-87.63,member
4230A447B404D82B,electric_bike,2023-03-01 14:58:04,2023-03-01 15:06:58,,,Franklin St & Adams St (Temp),TA1309000008,41.89,-87.62,41.87943409140013,-87.63550400733948,casual
8C884264A3F00093,electric_bike,2023-03-31 14:21:01,2023-03-31 14:29:17,LaSalle St & Jackson Blvd,TA1309000004,Wabash Ave & 16th St,SL-012,41.878304005,-87.631702304,41.860384,-87.625813,member
05E0A1B08D18188F,electric_bike,2023-03-29 08:28:48,2023-03-29 08:29:00,,,,,41.87,-87.62,41.87,-87.62,casual
13A5CFBD6119D5AF,electric_bike,2023-03-26 10:10:42,2023-03-26 10:17:49,Wilton Ave & Diversey Pkwy,TA1306000014,Southport Ave & Roscoe St,13071,41.932505012,-87.652717471,41.943739,-87.66402,member
7BB4CC7A433FE453,classic_bike,2023-03-10 09:07:53,2023-03-10 09:26:42,Aberdeen St & Jackson Blvd,13157,Jefferson St & Monroe St,WL-011,41.87772613,-87.65478743,41.880329633634624,-87.64274597167967,member
474CB604676DE971,classic_bike,2023-03-27 18:59:53,2023-03-27 19:04:53,Wabash Ave & Grand Ave,TA1307000117,New St & Illinois St,TA1306000013,41.891466,-87.626761,41.89084704062381,-87.61861681938171,member
C176F75DE3A126BB,classic_bike,2023-03-24 23:55:40,2023-03-25 00:23:19,State St & Pearson St,TA1307000061,LaSalle St & Jackson Blvd,TA1309000004,41.897448,-87.628722,41.878166,-87.631929,member
E8531B3E1894A749,classic_bike,2023-03-22 18:18:05,2023-03-22 18:21:09,Shields Ave & 31st St,KA1503000038,Wentworth Ave & 33rd St,15445,41.838464,-87.635406,41.83452988563,-87.6318229814,casual
ED5AEACA22D1998F,classic_bike,2023-03-01 09:38:38,2023-03-01 09:44:59,Sheffield Ave & Wrightwood Ave,TA1309000023,Bissell St & Armitage Ave*,chargingstx1,41.928712,-87.653833,41.9182955629354,-87.65218332409859,member
B9D8957ABCCF1717,electric_bike,2023-03-06 17:12:19,2023-03-06 17:38:00,,,,,41.95,-87.71,41.91,-87.67,casual
4ACA37B4AB6FD5E7,classic_bike,2023-03-01 07:55:30,2023-03-01 08:25:35,St. Louis Ave & Fullerton Ave,KA1504000090,Canal St & Adams St,13011,41.92481559681187,-87.71449506282805,41.879255,-87.639904,member
080D69AAB4FDB705,electric_bike,2023-03-02 17:01:57,2023-03-02 17:31:02,Canal St & Adams St,13011,Leavitt St & Addison St,KA1504000143,41.879267166666665,-87.640227,41.946655,-87.683359,member
751A2244B9F97DEB,electric_bike,2023-03-01 08:34:01,2023-03-01 08:44:13,Canal St & Adams St,13011,Stetson Ave & South Water St,TA1308000029,41.879330397,-87.63986361,41.886835,-87.62232,member
F37231CF39119516,electric_bike,2023-03-06 18:57:56,2023-03-06 19:11:04,Humboldt Blvd & Armitage Ave,15651,Southport Ave & Clybourn Ave,TA1309000030,41.917526484,-87.701810241,41.920771,-87.663712,member
D3A35752FFD4F37B,electric_bike,2023-03-26 11:54:27,2023-03-26 12:00:32,Sedgwick St & Webster Ave,13191,,,41.92215883333333,-87.63895666666667,41.91,-87.65,member
5BEE95907D845584,electric_bike,2023-03-13 19:17:52,2023-03-13 19:35:53,Glenwood Ave & Touhy Ave,525,Broadway & Berwyn Ave,13109,42.012758732,-87.666079044,41.978353,-87.659753,member
E8FFE8D70E9178B1,electric_bike,2023-03-11 11:10:41,2023-03-11 11:23:13,Dusable Harbor,KA1503000064,Wells St & Concord Ln,TA1308000050,41.88713666666666,-87.61280316666667,41.912133,-87.634656,casual
69728F77270EF2F7,classic_bike,2023-03-08 17:53:05,2023-03-08 17:59:08,Pine Grove Ave & Waveland Ave,TA1307000150,Sheridan Rd & Montrose Ave,TA1307000107,41.94947274088333,-87.64645278453827,41.96167,-87.65464,member
8D73E8FB5F9C5D32,electric_bike,2023-03-25 21:07:48,2023-03-25 21:10:27,Leavitt St & Armitage Ave,TA1309000029,Milwaukee Ave & Wabansia Ave,13243,41.9177555,-87.68247433333333,41.912616,-87.681391,member
5B682F9DC0801B4E,electric_bike,2023-03-03 07:30:04,2023-03-03 07:40:45,Broadway & Sheridan Rd,13323,,,41.952852964,-87.65004158,41.91,-87.65,member
5D6D4FE3FFFB7974,classic_bike,2023-03-03 11:45:40,2023-03-03 11:59:52,Stave St & Armitage Ave,13266,Milwaukee Ave & Grand Ave,13033,41.917741,-87.691392,41.891578,-87.648384,member
53AAD3E30F45AD35,electric_bike,2023-03-20 18:35:06,2023-03-20 18:40:33,Burling St & Diversey Pkwy,TA1309000036,,,41.93309366666666,-87.64767616666667,41.93,-87.64,member
26F7673492E5BA56,classic_bike,2023-03-10 17:23:38,2023-03-10 17:28:39,Rush St & Hubbard St,KA1503000044,Wells St & Hubbard St,TA1307000151,41.890173,-87.626185,41.889906,-87.634266,member
D88F342CB8353673,classic_bike,2023-03-02 21:11:13,2023-03-02 21:11:15,Ellis Ave & 55th St,KA1504000076,Ellis Ave & 55th St,KA1504000076,41.79430062054,-87.6014497734,41.79430062054,-87.6014497734,member
81BCFC33AC5CE1B0,classic_bike,2023-03-26 15:35:11,2023-03-26 16:14:46,Harper Ave & 59th St,KA1503000070,Fort Dearborn Dr & 31st St,TA1307000048,41.78794281287,-87.5883151702,41.838556,-87.608218,member
B14A6FA166B9D859,classic_bike,2023-03-15 15:46:35,2023-03-15 15:50:04,Eckhart Park,13289,Ashland Ave & Chicago Ave,13247,41.89637337,-87.66098386,41.89595435734305,-87.6677280664444,member
4B1682174B419DCD,electric_bike,2023-03-26 17:53:51,2023-03-26 17:58:37,Halsted St & Polk St,TA1307000121,Loomis St & Lexington St,13332,41.871819258,-87.646641731,41.87222873224032,-87.66136385500431,member
063DE7C746F4C4C6,electric_bike,2023-03-20 18:22:14,2023-03-20 18:29:31,Larrabee St & Kingsbury St,TA1306000009,Canal St & Monroe St,13056,41.89763216666667,-87.64329083333334,41.88169,-87.63953,casual
BB8C78DA4A618643,classic_bike,2023-03-02 07:25:41,2023-03-02 07:34:34,Wells St & Evergreen Ave,TA1308000049,LaSalle St & Illinois St,13430,41.906724,-87.63483,41.890762,-87.631697,casual
7FC4EE9A31024CFF,electric_bike,2023-03-27 15:50:07,2023-03-27 15:57:08,Emerald Ave & 28th St,TA1307000153,,,41.843596339,-87.645388961,41.85,-87.63,member
30EB73F4B7EC8427,electric_bike,2023-03-26 13:16:15,2023-03-26 13:40:54,,,Clark St & North Ave,13128,41.95,-87.64,41.911974,-87.631942,member
3FE74025AFE97A27,classic_bike,2023-03-09 07:25:02,2023-03-09 07:30:40,Ashland Ave & Lake St,13073,Wood St & Chicago Ave,637,41.88592,-87.66717,41.895634,-87.672069,member
14A41B37AAEE47F6,electric_bike,2023-03-03 16:17:26,2023-03-03 16:31:45,Ogden Ave & Chicago Ave,TA1305000020,,,41.896370649,-87.654178858,41.91,-87.67,casual
C18B82D63778818A,electric_bike,2023-03-03 16:59:09,2023-03-03 17:12:17,,,,,41.9,-87.62,41.88,-87.64,member
E7C11AE9EFCC7DD6,electric_bike,2023-03-08 18:45:35,2023-03-08 18:56:09,Pine Grove Ave & Waveland Ave,TA1307000150,Talman Ave & Addison St,15632,41.949322581,-87.646566629,41.9466358306,-87.694614758,member
CF6AFA172F235E50,classic_bike,2023-03-29 07:51:02,2023-03-29 07:57:07,Sheffield Ave & Waveland Ave,TA1307000126,Clark St & Wellington Ave,TA1307000136,41.949399,-87.654529,41.9364968219,-87.6475386582,member
D5FEA18BFD15DFB2,electric_bike,2023-03-08 19:02:10,2023-03-08 19:07:38,Dearborn Pkwy & Delaware Pl,TA1307000128,Clark St & Lake St,KA1503000012,41.899025679,-87.62995398,41.88602082773,-87.6308760584,member
9CBA5E8F0D11469C,electric_bike,2023-03-08 17:04:03,2023-03-08 17:07:00,,,Sheffield Ave & Wrightwood Ave,TA1309000023,41.93,-87.66,41.928712,-87.653833,member
520CCACF39824B88,electric_bike,2023-03-10 13:19:01,2023-03-10 13:26:41,Richmond St & Lincoln Ave,452,St. Louis Ave & Balmoral Ave,KA1504000161,41.99,-87.7,41.98039423475,-87.7161149615,member
75A5DFBDFFE2FA66,electric_bike,2023-03-31 15:34:17,2023-03-31 15:37:49,Lincoln Ave & Belle Plaine Ave,TA1309000026,,,41.956016183,-87.680279374,41.95,-87.68,casual
3412F2AF7DFB9938,electric_bike,2023-03-26 16:13:17,2023-03-26 16:20:20,Fairbanks Ct & Grand Ave,TA1305000003,Rush St & Cedar St,KA1504000133,41.891954422,-87.620367765,41.90230870122,-87.627690528,member
36F63CE9BA6F6023,docked_bike,2023-03-26 16:16:45,2023-03-26 16:37:39,Michigan Ave & 8th St,623,Michigan Ave & 8th St,623,41.872773,-87.623981,41.872773,-87.623981,casual
26D6A2D79597B55E,classic_bike,2023-03-06 08:14:06,2023-03-06 08:19:25,DuSable Lake Shore Dr & Belmont Ave,TA1309000049,Wilton Ave & Belmont Ave,TA1307000134,41.940775,-87.639192,41.940231918108594,-87.65294373035431,member
2A95C8446AA3AB44,electric_bike,2023-03-22 14:20:50,2023-03-22 14:40:55,Blue Island Ave & 18th St,13135,,,41.85746038,-87.661537409,41.87,-87.63,member
BA21C56EED16E770,docked_bike,2023-03-07 13:33:02,2023-03-07 13:42:09,Morgan St & Polk St,TA1307000130,Financial Pl & Ida B Wells Dr,SL-010,41.871737,-87.65103,41.875024,-87.633094,casual
E5FB6DA03557A521,classic_bike,2023-03-01 06:25:03,2023-03-01 06:32:11,Canal St & Madison St,13341,Wells St & Huron St,TA1306000012,41.882409,-87.639767,41.894722,-87.634362,member
162BB8EF42329EF8,classic_bike,2023-03-16 14:36:06,2023-03-16 14:45:29,Clark St & Newport St,632,DuSable Lake Shore Dr & Wellington Ave,TA1307000041,41.94454,-87.654678,41.9366884494997,-87.63682901859283,casual
24BBA9FAFCB0CD23,electric_bike,2023-03-13 12:35:34,2023-03-13 12:37:58,Sedgwick St & Huron St,TA1307000062,Wells St & Walton St,TA1306000011,41.89462328,-87.638209462,41.89993001,-87.63443007,member
2207EDC640F21176,electric_bike,2023-03-13 17:28:39,2023-03-13 17:47:34,Green St & Madison St,TA1307000120,,,41.881861091,-87.649135828,41.93,-87.65,member
9C35DA899203A3FF,electric_bike,2023-03-15 20:40:46,2023-03-15 20:41:39,Loomis St & Lexington St,13332,Loomis St & Lexington St,13332,41.872184396,-87.661356807,41.87222873224032,-87.66136385500431,member
F7A434395FDE5F08,classic_bike,2023-03-21 17:01:02,2023-03-21 17:18:42,Clark St & Randolph St,TA1305000030,Michigan Ave & 18th St,13150,41.884576228,-87.63188991,41.857813,-87.62455,member
03E33630FBDBFB44,electric_bike,2023-03-27 06:13:45,2023-03-27 06:16:06,Franklin St & Adams St (Temp),TA1309000008,Canal St & Monroe St,13056,41.879453421,-87.635501146,41.88169,-87.63953,member
31DF10143DAED279,electric_bike,2023-03-29 13:05:48,2023-03-29 13:06:07,California Ave & Fletcher St,15642,,,41.938478947,-87.697947502,41.94,-87.7,member
A8492E24662ABEFA,classic_bike,2023-03-21 16:49:30,2023-03-21 17:16:24,Blackstone Ave & Hyde Park Blvd,13398,Ellis Ave & 58th St,TA1309000011,41.802562,-87.590368,41.788746,-87.601334,member
E1184926AAC98978,classic_bike,2023-03-07 07:28:40,2023-03-07 07:32:54,Wacker Dr & Washington St,KA1503000072,Dearborn St & Adams St,TA1305000005,41.88314336439022,-87.63724207878113,41.8793563587,-87.6297910363,member
F956E98C7F11A824,classic_bike,2023-03-25 14:14:11,2023-03-25 14:27:20,Ravenswood Ave & Berteau Ave,TA1309000018,Ravenswood Ave & Irving Park Rd,TA1307000149,41.957921,-87.673567,41.95469,-87.67393,member
51AC23120B1B0467,classic_bike,2023-03-06 06:50:53,2023-03-06 06:54:18,Orleans St & Chestnut St (NEXT Apts),620,Larrabee St & Kingsbury St,TA1306000009,41.898203,-87.637536,41.897764,-87.642884,member
66DC7A7E697D48F3,classic_bike,2023-03-26 11:02:49,2023-03-26 11:06:24,Ellis Ave & 60th St,KA1503000014,University Ave & 57th St,KA1503000071,41.78509714636,-87.6010727606,41.791478,-87.599861,member
76AD8F07945DDBED,electric_bike,2023-03-21 21:59:08,2023-03-21 22:06:23,,,Clark St & Lincoln Ave,13179,41.93,-87.65,41.915689,-87.6346,casual
7F757385510C35A4,classic_bike,2023-03-20 14:19:38,2023-03-20 14:21:15,Ellis Ave & 60th St,KA1503000014,Ellis Ave & 58th St,TA1309000011,41.78509714636,-87.6010727606,41.788746,-87.601334,member
D0EBCAF057286354,electric_bike,2023-03-30 16:23:20,2023-03-30 16:44:35,Sangamon St & Lake St,TA1306000015,Southport Ave & Waveland Ave,13235,41.885844588,-87.651129127,41.94815,-87.66394,member
06B0C08CD888761F,electric_bike,2023-03-20 15:38:07,2023-03-20 15:43:32,Morgan Ave & 14th Pl,TA1306000002,May St & Taylor St,13160,41.86240566666667,-87.65107866666666,41.8694821,-87.6554864,member
C09EC3B0008171D2,electric_bike,2023-03-19 13:34:03,2023-03-19 13:40:44,,,Pine Grove Ave & Waveland Ave,TA1307000150,41.95,-87.66,41.94947274088333,-87.64645278453827,member
231E6EDD3CD88B59,electric_bike,2023-03-26 10:10:45,2023-03-26 10:20:12,Wabash Ave & Wacker Pl,TA1307000131,Rush St & Cedar St,KA1504000133,41.886748552,-87.625898242,41.90230870122,-87.627690528,member
E1785DA1E1570D34,electric_bike,2023-03-15 13:48:31,2023-03-15 13:54:50,,,,,41.79,-87.6,41.79,-87.58,casual
8CC7A79D530F4788,classic_bike,2023-03-19 12:36:25,2023-03-19 13:08:46,Spaulding Ave & Armitage Ave,15650,Wilton Ave & Belmont Ave,TA1307000134,41.91710803478932,-87.71022096276283,41.940231918108594,-87.65294373035431,member
1583F4AD06049B5D,electric_bike,2023-03-11 16:10:13,2023-03-11 16:16:36,Clark St & Wrightwood Ave,TA1305000014,Wells St & Concord Ln,TA1308000050,41.92957592,-87.643111825,41.912133,-87.634656,member
628E3EF3E42160CD,electric_bike,2023-03-10 17:39:32,2023-03-10 17:41:33,Mies van der Rohe Way & Chicago Ave,13338,State St & Chicago Ave,21544,41.89685816666667,-87.62166116666667,41.89661720040753,-87.62857854366302,member
D8AECF98C5E877F0,electric_bike,2023-03-11 19:20:15,2023-03-11 19:29:36,Southport Ave & Roscoe St,13071,Pine Grove Ave & Irving Park Rd,TA1308000022,41.94366733333333,-87.664064,41.954383,-87.648043,member
5AA24B5AB4AD5167,classic_bike,2023-03-17 19:47:00,2023-03-17 20:01:21,Kingsbury St & Kinzie St,KA1503000043,Peoria St & Jackson Blvd,13158,41.88917683258,-87.6385057718,41.8776415962753,-87.64961779117584,member
2A406D7FB9848A0E,electric_bike,2023-03-15 08:52:29,2023-03-15 08:59:58,Stetson Ave & South Water St,TA1308000029,Wacker Dr & Washington St,KA1503000072,41.886553168,-87.622484207,41.88314336439022,-87.63724207878113,member
169ED543A8E0FADC,electric_bike,2023-03-05 13:29:58,2023-03-05 13:34:41,Michigan Ave & Madison St,13036,Dearborn St & Adams St,TA1305000005,41.881964,-87.62502133333334,41.8793563587,-87.6297910363,casual
721AF5ACD51D21B3,classic_bike,2023-03-23 09:00:32,2023-03-23 09:05:25,Racine Ave & Fullerton Ave,TA1306000026,Halsted St & Wrightwood Ave,TA1309000061,41.925566,-87.658416,41.929143,-87.649077,member
188236E9B1DD3914,electric_bike,2023-03-02 17:01:49,2023-03-02 17:12:42,Paulina St & 18th St,TA1307000159,Delano Ct & Roosevelt Rd,KA1706005007,41.857890725,-87.668677449,41.867491,-87.63219,member
29369A0A10B6D877,electric_bike,2023-03-22 19:32:07,2023-03-22 19:34:18,Wood St & Hubbard St,13432,Ashland Ave & Lake St,13073,41.889953136,-87.671559453,41.88592,-87.66717,casual
0C775BE906F5D8DB,classic_bike,2023-03-23 17:43:50,2023-03-23 18:25:13,Western Ave & Fillmore St,644,Western Ave & Fillmore St,644,41.868563,-87.686234,41.868563,-87.686234,member
19492BE0523C699C,classic_bike,2023-03-28 13:40:07,2023-03-28 13:47:17,Dearborn St & Erie St,13045,State St & Kinzie St,13050,41.893992,-87.629318,41.88937546663168,-87.62707650661469,member
BAC3F3B92F170916,electric_bike,2023-03-18 16:31:35,2023-03-18 16:51:20,Orleans St & Merchandise Mart Plaza,TA1305000022,Wabash Ave & Wacker Pl,TA1307000131,41.887917638,-87.636995316,41.886875,-87.62603,member
D0F27334E182C8DB,electric_bike,2023-03-01 15:27:24,2023-03-01 15:30:48,,,,,41.86,-87.63,41.87,-87.62,member
38841BD65F589BEE,electric_bike,2023-03-24 16:00:01,2023-03-24 16:06:51,Franklin St & Monroe St,TA1309000007,Sedgwick St & Huron St,TA1307000062,41.880187869,-87.634702802,41.894666,-87.638437,member
36DD618E402246F7,classic_bike,2023-03-02 14:38:42,2023-03-02 14:44:41,Wells St & Polk St,SL-011,Halsted St & Polk St,TA1307000121,41.87273154226308,-87.63351649045944,41.87184,-87.64664,member
5755E510071EEDEA,electric_bike,2023-03-11 19:05:38,2023-03-11 19:24:29,,,,,41.92,-87.69,41.95,-87.66,member
DF534A5AC34B427A,classic_bike,2023-03-24 12:48:17,2023-03-24 12:55:25,Dearborn St & Erie St,13045,LaSalle St & Washington St,13006,41.893992,-87.629318,41.882664,-87.63253,casual
DA9D0859DD8C4F3A,electric_bike,2023-03-05 11:08:15,2023-03-05 11:15:26,Clark St & Schiller St,TA1309000024,Larrabee St & Webster Ave,13193,41.908026457,-87.631717324,41.921822,-87.64414,member
7EC359714AB4B38B,electric_bike,2023-03-28 16:07:40,2023-03-28 16:17:20,Columbus Dr & Randolph St,13263,Wabash Ave & 9th St,TA1309000010,41.884330166666665,-87.61966133333334,41.870769,-87.625734,casual
1A4207FACF8F3F0C,electric_bike,2023-03-02 21:25:09,2023-03-02 21:34:18,Milwaukee Ave & Wabansia Ave,13243,,,41.912648678,-87.68143487,41.91,-87.72,member
4A340CC8B7AF4363,electric_bike,2023-03-22 17:48:02,2023-03-22 18:10:02,Clark St & Winnemac Ave,TA1309000035,Clark St & Newport St,632,41.973305702,-87.667829037,41.94454,-87.654678,casual
D97AC357288DEA12,electric_bike,2023-03-02 16:35:19,2023-03-02 16:41:05,,,Leavitt St & North Ave,TA1308000005,41.92,-87.7,41.91050936666395,-87.6823890209198,member
50D57B81B427B764,electric_bike,2023-03-22 13:52:33,2023-03-22 14:00:59,,,,,41.91,-87.68,41.92,-87.67,casual
A310A176B7342A79,classic_bike,2023-03-02 15:16:11,2023-03-02 15:18:35,Chicago Ave & Sheridan Rd,E008,Benson Ave & Church St,596,42.050491,-87.677821,42.048214,-87.683485,member
1B83952DDE29D1B8,classic_bike,2023-03-05 12:06:18,2023-03-05 12:24:34,Montrose Harbor,TA1308000012,Broadway & Ridge Ave,15578,41.963982,-87.638181,41.9840446107,-87.6602738295,member
29CC2BD5D94571E3,electric_bike,2023-03-21 06:53:03,2023-03-21 06:56:59,Hampden Ct & Diversey Ave,202480.0,Sheffield Ave & Wellington Ave,TA1307000052,41.93,-87.64,41.9362534831413,-87.65266209840775,member
1AD788B51F8ADD6B,electric_bike,2023-03-29 17:30:08,2023-03-29 17:41:36,Ritchie Ct & Banks St,KA1504000134,LaSalle St & Illinois St,13430,41.906678796,-87.626133323,41.890762,-87.631697,casual
C46AA6C29B291112,electric_bike,2023-03-24 20:07:41,2023-03-24 20:15:13,Clark St & Schiller St,TA1309000024,LaSalle St & Illinois St,13430,41.907788634,-87.631742835,41.890762,-87.631697,member
3A7F76E98A2C7665,classic_bike,2023-03-13 19:59:48,2023-03-13 20:09:52,Damen Ave & Sunnyside Ave,TA1309000012,Winthrop Ave & Lawrence Ave,TA1308000021,41.96325,-87.679258,41.968812,-87.657659,member
0E045AD1DE5EC359,electric_bike,2023-03-06 18:07:47,2023-03-06 18:25:15,Canal St & Jackson Blvd,13138,Calumet Ave & 18th St,13102,41.8775535,-87.6397995,41.85761755293753,-87.61941075325012,member
6A86BD4CBA7D20F4,electric_bike,2023-03-07 16:59:13,2023-03-07 17:03:44,Racine Ave & Congress Pkwy,TA1306000025,Halsted St & Polk St,TA1307000121,41.874613833333335,-87.6570005,41.87184,-87.64664,member
3A8AE4639387AD3F,electric_bike,2023-03-08 13:04:33,2023-03-08 13:04:43,Rush St & Cedar St,KA1504000133,,,41.902289748,-87.627743483,41.9,-87.63,member
4448FB4AF737E30C,electric_bike,2023-03-24 16:52:46,2023-03-24 17:04:06,Clark St & 9th St (AMLI),SL-009,Wells St & Huron St,TA1306000012,41.87078,-87.63106733333333,41.894722,-87.634362,member
97B330CB8C482C73,electric_bike,2023-03-22 17:34:21,2023-03-22 17:39:13,,,,,41.77,-87.57,41.76,-87.57,member
EC4E182B748D9468,electric_bike,2023-03-14 17:47:43,2023-03-14 18:07:05,Peoria St & Jackson Blvd,13158,State St & Chicago Ave,21544,41.877740741,-87.649525285,41.89661720040753,-87.62857854366302,casual
0F32537FA1FD3E5D,classic_bike,2023-03-01 17:34:39,2023-03-01 17:46:48,Oakley Ave & Touhy Ave,RP-004,Clark St & Schreiber Ave,KA1504000156,42.012342,-87.688243,41.99925182186,-87.6713773393,member
D28D368DB9334246,electric_bike,2023-03-17 20:39:49,2023-03-17 20:45:15,Clark St & Leland Ave,TA1309000014,Clark St & Bryn Mawr Ave,KA1504000151,41.967071772,-87.667421341,41.983593,-87.669154,casual
9276A095A5696816,electric_bike,2023-03-07 21:26:38,2023-03-07 21:30:57,Honore St & Division St,TA1305000034,Western Ave & Walton St,KA1504000103,41.903109908,-87.673841834,41.89841768945,-87.6865960164,member
5CC4FCFDE31F1BF6,electric_bike,2023-03-23 09:07:40,2023-03-23 09:10:56,Kingsbury St & Kinzie St,KA1503000043,Wells St & Huron St,TA1306000012,41.889223456,-87.638443589,41.894722,-87.634362,member
53B49A10C016E70E,electric_bike,2023-03-09 07:49:18,2023-03-09 07:52:26,Broadway & Barry Ave,13137,Wilton Ave & Belmont Ave,TA1307000134,41.937718391,-87.644194126,41.940231918108594,-87.65294373035431,casual
D6589D7392A3E13A,classic_bike,2023-03-16 10:06:08,2023-03-16 10:17:26,Clark St & Randolph St,TA1305000030,Field Blvd & South Water St,15534,41.884576228,-87.63188991,41.88634906269,-87.6175165471,member
95E28BE303C92DAD,electric_bike,2023-03-30 16:15:17,2023-03-30 16:27:36,Malcolm X College,631,Clinton St & Roosevelt Rd,WL-008,41.877603,-87.673876,41.8671177825,-87.6410879593,member
1052DA3823D4201A,electric_bike,2023-03-23 20:02:42,2023-03-23 20:08:18,Kedzie Ave & Palmer Ct,13292,Kedzie Ave & Milwaukee Ave,13085,41.921554923,-87.707292199,41.929567,-87.707857,member
6341F8846C2B0137,classic_bike,2023-03-08 13:21:50,2023-03-08 13:26:25,Wabash Ave & Grand Ave,TA1307000117,State St & Randolph St,TA1305000029,41.891466,-87.626761,41.88462107257936,-87.62783423066139,member
DABA322876EC0088,electric_bike,2023-03-17 13:59:19,2023-03-17 14:06:22,Sheffield Ave & Kingsbury St,13154,,,41.910521333333335,-87.653066,41.91,-87.67,member
94D0CDF630D7C24C,classic_bike,2023-03-05 11:47:33,2023-03-05 11:55:53,Pine Grove Ave & Irving Park Rd,TA1308000022,Broadway & Barry Ave,13137,41.954383,-87.648043,41.93758231600629,-87.6440978050232,member
1E75692D92EC08E1,classic_bike,2023-03-09 10:47:57,2023-03-09 11:25:16,DuSable Lake Shore Dr & North Blvd,LF-005,Clinton St & 18th St,TA1307000044,41.911722,-87.626804,41.85795,-87.640826,member
818A9689F3C92171,electric_bike,2023-03-23 08:25:39,2023-03-23 08:47:34,Humboldt Blvd & Armitage Ave,15651,Rush St & Superior St,15530,41.917523146,-87.701840758,41.89576474564,-87.6259080327,member
D27F87462E530797,electric_bike,2023-03-30 16:21:39,2023-03-30 16:31:38,Orleans St & Merchandise Mart Plaza,TA1305000022,Wood St & Augusta Blvd,657,41.887587786,-87.637221575,41.899181,-87.6722,member
A0897AEEB5404E98,classic_bike,2023-03-23 07:37:13,2023-03-23 07:53:08,Canal St & Adams St,13011,Dearborn Pkwy & Delaware Pl,TA1307000128,41.879255,-87.639904,41.898969,-87.629912,member
EC3FF7186A8D6349,electric_bike,2023-03-08 19:59:04,2023-03-08 20:04:11,Wells St & Concord Ln,TA1308000050,Lincoln Ave & Fullerton Ave,TA1309000058,41.912065387,-87.634706855,41.924161029067626,-87.64638036489487,member
